conditional statements,What is the correct syntax for an 'if' statement in Python?,if condition then,if (condition),if condition:,if: condition,if condition:,,,,,,
conditional statements,What does 'else if' allow you to do?,Check multiple conditions,Create loops,Define functions,Handle errors,Check multiple conditions,,,,,,
conditional statements,Which keyword is used for switch statements in Java?,switch,select,case,check,switch,,,,,,
conditional statements,What is a ternary operator alternative to?,if-else statement,for loop,while loop,function definition,if-else statement,,,,,,
loops,What is the purpose of loops in programming?,To execute code repeatedly,To store data,To define functions,To handle errors,To execute code repeatedly,,,,,,
loops,Which loop is guaranteed to execute at least once?,for loop,while loop,do-while loop,if statement,do-while loop,,,,,,
loops,What is an infinite loop?,A loop that never terminates,A loop with no body,A loop with one iteration,A loop that handles errors,A loop that never terminates,,,,,,
loops,What is the difference between 'for' and 'while' loops?,for is infinite, while is finite,for is used when iterations are known, while when condition-based,No difference,for is deprecated,for is used when iterations are known, while when condition-based,,,
loops,What does the 'range()' function do in Python?,Creates a sequence of numbers,Handles errors,Defines functions,Stores data,Creates a sequence of numbers,,,,,,
break statement,What does the 'break' statement do?,Skips current iteration,Exits the loop entirely,Continues to next iteration,Restarts the loop,Exits the loop entirely,,,,,,
break statement,In which control structure is 'break' typically used?,if statements,Loops,Functions,Variable declarations,Loops,,,,,,
break statement,What is the difference between 'break' and 'continue'?,break exits loop, continue skips iteration,break skips iteration, continue exits loop,Both exit the loop,Both skip iteration,break exits loop, continue skips iteration,,,
break statement,Can 'break' be used in switch statements?,Yes, only in some languages,No, never,Yes, in most languages,Only in Python,Yes, in most languages,,
break statement,What happens after a 'break' executes?,Program terminates,Next loop iteration starts,Loop exits immediately,Function returns,Loop exits immediately,,,,,,
continue statement,What does 'continue' do in a loop?,Exits the loop,Skips current iteration,Restarts the program,Terminates the program,Skips current iteration,,,,,,
continue statement,In which loop can 'continue' be used?,Only for loops,Only while loops,Any loop,Only do-while loops,Any loop,,,,,,
continue statement,What is the difference between 'break' and 'continue' in a for loop?,break exits, continue skips to next iteration,both exit the loop,continue exits, break skips iteration,no difference,break exits, continue skips to next iteration,,,
continue statement,What happens when 'continue' executes in a while loop?,Loop condition is rechecked,Program exits,Loop restarts from beginning,Function returns,Loop condition is rechecked,,,,,,
continue statement,Can 'continue' be used outside loops?,Yes, in functions,Yes, in if statements,No, only inside loops,Yes, anywhere,No, only inside loops,
functions,What is a function in programming?,A data structure,A reusable block of code,A loop structure,A variable type,A reusable block of code,,,,,,
functions,What is a function parameter?,Value returned by function,Input passed to function,Function's name,Function's return type,Input passed to function,,,,,,
functions,What is the purpose of the 'return' statement?,To exit a function,To start a loop,To declare variables,To handle errors,To exit a function,,,,,,
functions,What is a pure function?,Function with side effects,Function that depends only on inputs and has no side effects,Function with no parameters,Function that modifies global state,Function that depends only on inputs and has no side effects,,,,,,
functions,What is function overloading?,Creating multiple functions with same name but different parameters,Calling a function recursively,Defining a function inside another function,Exporting a function,Creating multiple functions with same name but different parameters,,,,,,
function parameters,What are default parameters in functions?,Parameters that can't be changed,Parameters with predefined values if not provided,Parameters that must always be provided,Parameters that are global,Parameters with predefined values if not provided,,,,,,
function parameters,What is the difference between parameters and arguments?,Parameters are in definition, arguments are values passed,Arguments are in definition, parameters are values passed,They are identical,Parameters are only for loops,Parameters are in definition, arguments are values passed,,,
function parameters,What are variadic functions?,Functions with no parameters,Functions accepting variable number of arguments,Functions that return multiple values,Functions that can't be called,Functions accepting variable number of arguments,,,,,,
function parameters,What is pass-by-reference?,Copying argument values,Passing memory addresses of arguments,Passing function names,Passing loop counters,Passing memory addresses of arguments,,,,,,
function parameters,What is the purpose of the 'rest' parameter in JavaScript?,To stop parameter passing,To collect remaining arguments into an array,To skip parameters,To make parameters optional,To collect remaining arguments into an array,,,,,,
return statements,What does a return statement do in a function?,Starts a loop,Exits function and optionally returns a value,Declares variables,Handles errors,Exits function and optionally returns a value,,,,,,
return statements,Can a function have multiple return statements?,No, only one,Yes, but only one executes,No, it causes errors,Yes, and all execute,Yes, but only one executes,
return statements,What happens if a function has no return statement?,It returns undefined,It returns null,It returns 0,It causes an error,It returns undefined,,,,,,
return statements,What is the return type of a constructor?,void,The class type,int,boolean,The class type,,,,,,
return statements,Can you return multiple values from a function?,No, never,Yes, using arrays/objects,Only in some languages,Only if the function is pure,Yes, using arrays/objects,,,
scope,What is variable scope in programming?,Variable's data type,Region where variable is accessible,Variable's memory address,Variable's value,Region where variable is accessible,,,,,,
scope,What is the difference between local and global scope?,Local is function-wide, global is program-wide,Global is function-wide, local is program-wide,No difference,Local is for loops only,Local is function-wide, global is program-wide,,,
scope,What is block scope in JavaScript?,Scope within {} blocks,Scope within functions only,Global scope,No such concept,Scope within {} blocks,,,,,,
scope,What is lexical scoping?,Scope determined at runtime,Scope determined by function calls,Scope determined by where variables are defined,Scope that changes dynamically,Scope determined by where variables are defined,,,,,,
scope,What is the scope chain in JavaScript?,Hierarchy of variable access,Type of loop,Function call stack,Error handling mechanism,Hierarchy of variable access,,,,,,
